author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
Анна Озерецковская,realtor,https://www.cian.ru/sale/flat/300740040/,Москва,sale,flat,9,9,2,37.1,-1,0,16300000,Раменки,Мосфильмовская ,22,Поклонная,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/300500749/,Москва,sale,flat,11,25,2,54.8,-1,0,16350000,Орехово-Борисово Южное,Ясеневая ,12к6,Домодедовская,
МонАрх,developer,https://www.cian.ru/sale/flat/295830754/,Москва,sale,flat,21,30,2,61.0,-1,0,16256500,Черемушки, Наметкина,10Д,Воронцовская,Комплекс апартаментов AIST RESIDENCE
Трансстройинвест,developer,https://www.cian.ru/sale/flat/300708053/,Москва,sale,flat,23,32,2,49.7,-1,0,16384003,Рязанский,,,Стахановская,Проспект 39 ЖК
Новые Ватутинки,developer,https://www.cian.ru/sale/flat/297843644/,Москва,sale,flat,13,14,2,67.9,-1,0,16228100,,,к9/1.1,Кедровая,"Новые Ватутинки, мкр. Центральный"
Vysotsky Estate,real_estate_agent,https://www.cian.ru/sale/flat/301109885/,Москва,sale,flat,11,15,2,60.5,-1,0,16400000,Кунцево,№ 100 кв-л,1к1,Павшино,Мякинино парк
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/301508882/,Москва,sale,flat,38,52,2,53.5,-1,0,16400000,Москворечье-Сабурово,,1,Москворечье,Вэйв ЖК
ЕСН,real_estate_agent,https://www.cian.ru/sale/flat/300015354/,Москва,sale,flat,7,14,2,61.0,-1,0,16500000,Западное Дегунино,Ангарская ,26К4,Грачёвская,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/301622151/,Москва,sale,flat,4,22,2,58.7,-1,0,16500000,Чертаново Южное,Кировоградский проезд,3К2,Пражская,
ИНФИНИТИ,real_estate_agent,https://www.cian.ru/sale/flat/300431107/,Москва,sale,flat,13,14,2,45.9,-1,0,16500000,Басманный,Малая Почтовая ,5/12С1,Бауманская,
Анна Озерецковская,realtor,https://www.cian.ru/sale/flat/300666704/,Москва,sale,flat,5,9,2,42.3,-1,0,16490000,Останкинский,2-я Новоостанкинская ,15,Улица Академика Королёва,
Landis,real_estate_agent,https://www.cian.ru/sale/flat/298799627/,Москва,sale,flat,19,29,2,45.0,-1,0,16400000,Очаково-Матвеевское,Аминьевское шоссе,4Дк2,Аминьевская,Вестердам
Монолит Столица,real_estate_agent,https://www.cian.ru/sale/flat/299021232/,Москва,sale,flat,2,22,2,57.2,-1,0,16500000,Ясенево,Ясногорская ,13К2,Ясенево,
ОГРК,real_estate_agent,https://www.cian.ru/sale/flat/297850795/,Москва,sale,flat,2,17,2,60.1,-1,0,16500000,, Корнея Чуковского,1,Рассказовка,
Landis,real_estate_agent,https://www.cian.ru/sale/flat/295765784/,Москва,sale,flat,8,28,2,42.0,-1,0,16500000,Головинский,Михалковская ,50,Коптево,UNO.Головинские пруды
Мария Балакина,realtor,https://www.cian.ru/sale/flat/301454091/,Москва,sale,flat,9,9,2,45.0,-1,0,16499000,Нагатинский затон,Судостроительная ,23К2,Коломенская,
FALCON GROUP,real_estate_agent,https://www.cian.ru/sale/flat/299894310/,Москва,sale,flat,6,16,2,54.0,-1,0,16600000,Ясенево,Вильнюсская ,7К2,Ясенево,
Анна Озерецковская,realtor,https://www.cian.ru/sale/flat/301377348/,Москва,sale,flat,8,9,2,36.8,-1,0,16600000,Ломоносовский,Ленинский проспект,91К2,Новаторская,
Группа Аквилон,developer,https://www.cian.ru/sale/flat/298842970/,Москва,sale,flat,9,23,2,65.2,-1,0,16638620,Отрадное,Сигнальный проезд,12,Владыкино,Akvilon Signal
А101,developer,https://www.cian.ru/sale/flat/273232670/,Москва,sale,flat,13,16,2,54.4,-1,0,16602135,,,5.1.2,Прокшино,Прокшино ЖК
Level Group,developer,https://www.cian.ru/sale/flat/301556993/,Москва,sale,flat,2,31,2,41.0,-1,0,,Западное Дегунино,Ильменский проезд,10С3а,Селигерская,Level Селигерская
EuroDoma,real_estate_agent,https://www.cian.ru/sale/flat/299107562/,Москва,sale,flat,9,9,2,41.0,-1,0,16570000,Марьина роща,Трифоновская ,4,Достоевская,
FALCON GROUP,real_estate_agent,https://www.cian.ru/sale/flat/299111468/,Москва,sale,flat,7,7,2,54.0,-1,0,16800000,Бутырский, Добролюбова,9/11,Бутырская,
Основа,developer,https://www.cian.ru/sale/flat/286346534/,Москва,sale,flat,2,29,2,54.9,-1,0,16744500,Черемушки, Наметкина,вл10,Новые Черёмушки,Nametkin Tower
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/298264516/,Москва,sale,flat,3,8,2,60.6,-1,0,16700000,, Эдварда Грига,16к1,Потапово,Скандинавия
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/299938064/,Москва,sale,flat,14,14,2,55.6,-1,0,16700000,Кузьминки, Юных Ленинцев,57К1,Кузьминки,
Самолет Плюс,real_estate_agent,https://www.cian.ru/sale/flat/297007860/,Москва,sale,flat,3,5,2,57.3,-1,0,16990000,Соколиная гора, 5-я Соколиной Горы,4,Сортировочная,
РГ-Девелопмент,developer,https://www.cian.ru/sale/flat/288377966/,Москва,sale,flat,20,30,2,54.7,-1,0,16962470,Чертаново Южное,,1.1,Аннино,Варшавские Ворота ЖК
Основа,developer,https://www.cian.ru/sale/flat/292150848/,Москва,sale,flat,7,29,2,54.2,-1,0,17018800,Черемушки, Наметкина,вл10,Новые Черёмушки,Nametkin Tower
Анна Озерецковская,realtor,https://www.cian.ru/sale/flat/301233705/,Москва,sale,flat,6,12,2,46.7,-1,0,16990000,Тимирязевский,проезд Соломенной Сторожки,12А,Гражданская,
Алла Шмелева,realtor,https://www.cian.ru/sale/flat/300979509/,Москва,sale,flat,9,9,2,44.0,-1,0,16950000,Щукино,Авиационная ,68,Щукинская,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/300708446/,Москва,sale,flat,4,5,2,66.4,-1,0,16900000,Перово,1-я Владимирская ,33К2,Перово,
CENTURY 21 Столичная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/301454473/,Москва,sale,flat,4,12,2,43.7,-1,0,16900000,Даниловский,оч.3,оч.3,Технопарк,Шагал ЖК
ВСЁ ПРОСТО,real_estate_agent,https://www.cian.ru/sale/flat/300928269/,Москва,sale,flat,5,17,2,60.0,-1,0,17000000,Чертаново Северное,Балаклавский проспект,1,Чертановская,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/299066218/,Москва,sale,flat,16,17,2,48.5,-1,0,16990000,Хорошево-Мневники, Народного Ополчения,3,Народное Ополчение,Wellton park
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/292609670/,Москва,sale,flat,4,7,2,66.3,-1,0,17000000,Котловка,Нагорная ,7К1,Нагатинская,Нагорная 7
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/301131642/,Москва,sale,flat,12,16,2,54.0,-1,0,16950000,Можайский,Можайское шоссе,33,Рабочий посёлок,
Анна Озерецковская,realtor,https://www.cian.ru/sale/flat/301458215/,Москва,sale,flat,4,9,2,45.8,-1,0,16900000,Алексеевский, Космонавтов,22,ВДНХ,
МонАрх,developer,https://www.cian.ru/sale/flat/295830694/,Москва,sale,flat,19,30,2,62.6,-1,0,17074150,Черемушки, Наметкина,10Д,Воронцовская,Комплекс апартаментов AIST RESIDENCE
Level Group,developer,https://www.cian.ru/sale/flat/301564846/,Москва,sale,flat,37,68,2,38.3,-1,0,,Печатники,,3,Кожуховская,Левел Южнопортовая ЖК
СТАТУС,real_estate_agent,https://www.cian.ru/sale/flat/298882868/,Москва,sale,flat,5,45,2,79.5,-1,0,17211750,Бирюлево Восточное,Михневская ,8,Царицыно,Загорье
Группа Родина,developer,https://www.cian.ru/sale/flat/293200973/,Москва,sale,flat,13,14,2,48.8,-1,0,17377600,, 1-я Ватутинская,14к2,Ольховая,Russian Design District
Владис,real_estate_agent,https://www.cian.ru/sale/flat/300649339/,Москва,sale,flat,12,12,2,51.1,-1,0,17350000,Зюзино,Фруктовая ,11,Нахимовский проспект,
ID 74438895,realtor,https://www.cian.ru/sale/flat/301341677/,Москва,sale,flat,2,35,2,41.8,-1,0,17200000,Левобережный,Фестивальная ,15к24/2,Речной вокзал,Фестиваль парк-2
Князев и Партнёры,real_estate_agent,https://www.cian.ru/sale/flat/301506427/,Москва,sale,flat,1,12,2,38.2,-1,0,17200000,Тверской, Бутырский Вал,34,Белорусская,
ОГРК,real_estate_agent,https://www.cian.ru/sale/flat/300825601/,Москва,sale,flat,2,13,2,72.9,-1,0,17200000,, Липовый Парк,8к2,Коммунарка,Москва А101
Авеню-Мск,real_estate_agent,https://www.cian.ru/sale/flat/300929810/,Москва,sale,flat,4,5,2,42.8,-1,0,17300000,Фили-Давыдково,Минская ,15К1,Филёвский парк,
Landis,real_estate_agent,https://www.cian.ru/sale/flat/300745969/,Москва,sale,flat,7,24,2,52.9,-1,0,17200000,Солнцево,Производственная ,17,Солнцево,Лучи
Монолит Столица,real_estate_agent,https://www.cian.ru/sale/flat/297948750/,Москва,sale,flat,8,25,2,62.0,-1,0,17500000,, Бианки,6к1,Рассказовка,Город-парк Первый Московский
Ареал Эстейт,real_estate_agent,https://www.cian.ru/sale/flat/300756463/,Москва,sale,flat,9,12,2,50.0,-1,0,17500000,Строгино,Таллинская ,16К1,Строгино,
Князев и Партнёры,real_estate_agent,https://www.cian.ru/sale/flat/299901814/,Москва,sale,flat,4,5,2,42.4,-1,0,17500000,Люблино, Верхние Поля,5К1,Братиславская,
Юлия Мамаева,realtor,https://www.cian.ru/sale/flat/301060070/,Москва,sale,flat,7,9,2,43.9,-1,0,17500000,Останкинский,2-я Новоостанкинская ,27,Улица Академика Королёва,
Виктория Колоскова,realtor,https://www.cian.ru/sale/flat/298320303/,Москва,sale,flat,3,21,2,70.58,-1,0,17500000,Сокольники, Сокольнический Вал,3,Рижская,Резиденция Сокольники
Владис,real_estate_agent,https://www.cian.ru/sale/flat/285608077/,Москва,sale,flat,16,17,2,52.0,-1,0,17700000,Коньково, Академика Капицы,18,Коньково,
ОЛ ИНКЛЮЗИВ,real_estate_agent,https://www.cian.ru/sale/flat/301377720/,Москва,sale,flat,11,25,2,58.0,-1,0,17800000,Покровское-Стрешнево,Волоколамское шоссе,81/2с3,Трикотажная,Апартаментный комплекс Level Стрешнево
ГОРОДА,real_estate_agent,https://www.cian.ru/sale/flat/301299409/,Москва,sale,flat,5,9,2,37.1,-1,0,17750000,Ломоносовский,Ленинский проспект,95К3,Новаторская,
ОбменРФ - Брусника. Обмен,representative_developer,https://www.cian.ru/sale/flat/301036572/,Москва,sale,flat,2,21,2,40.82,-1,0,17950000,Даниловский,,,Технопарк,Вау ЖК
ОГРК,real_estate_agent,https://www.cian.ru/sale/flat/296778360/,Москва,sale,flat,10,12,2,52.0,-1,0,17900000,Мещанский,Средняя Переяславская ,2,Рижская,
Центр-Инвест,developer,https://www.cian.ru/sale/flat/298334815/,Москва,sale,flat,10,35,2,41.8,-1,0,18080840,Левобережный,Фестивальная ,15к24/2,Речной вокзал,Фестиваль парк-2
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/301621250/,Москва,sale,flat,18,20,2,41.2,-1,0,18000000,Бутырский,Новодмитровская ,2к4,Дмитровская,Савеловский Сити
Century 21 Premium Property,real_estate_agent,https://www.cian.ru/sale/flat/299853615/,Москва,sale,flat,10,22,2,57.4,-1,0,17990000,Ярославский, Красная Сосна,3А,ВДНХ,Настроение
Анна Озерецковская,realtor,https://www.cian.ru/sale/flat/300687069/,Москва,sale,flat,3,8,2,42.5,-1,0,17990000,Сокол, Зорге,36,Панфиловская,
